source,target,tgt_lng
Tattoo of the Rongokurai Guard,隆戈库莱守卫的文身,zh-CN
Tattoo of the Rongokurai Turtle,隆戈库莱巨龟的文身,zh-CN
Tattoo of the Rongokurai Warrior,隆戈库莱战士的文身,zh-CN
Tattoo of the Tasalio Bladedancer,塔萨里奥剑舞者的文身,zh-CN
Tattoo of the Tasalio Scout,塔萨里奥斥候的文身,zh-CN
Tattoo of the Tasalio Shaman,塔萨里奥萨满的文身,zh-CN
Tattoo of the Tasalio Tideshifter,塔萨里奥潮汐变换者的文身,zh-CN
Tattoo of the Tasalio Warrior,塔萨里奥战士的文身,zh-CN
Tattoo of the Tawhoa Herbalist,塔赫亚草药师的文身,zh-CN
Tattoo of the Tawhoa Naturalist,塔赫亚自然术士的文身,zh-CN
Tattoo of the Tawhoa Scout,塔赫亚斥候的文身,zh-CN
Tattoo of the Tawhoa Shaman,塔赫亚萨满的文身,zh-CN
Tattoo of the Tawhoa Warrior,塔赫亚战士的文身,zh-CN
Tattoo of the Tukohama Brawler,图克哈玛斗士的文身,zh-CN
Tattoo of the Tukohama Shaman,图克哈玛萨满的文身,zh-CN
Tattoo of the Tukohama Warcaller,图克哈玛战争司号的文身,zh-CN
Tattoo of the Tukohama Warmonger,图克哈玛好战者的文身,zh-CN
Tattoo of the Tukohama Warrior,图克哈玛战士的文身,zh-CN
Tattoo of the Valako Scout,瓦拉克斥候的文身,zh-CN
Tattoo of the Valako Shaman,瓦拉克萨满的文身,zh-CN
Tattoo of the Valako Shieldbearer,瓦拉克盾卫的文身,zh-CN
Tattoo of the Valako Stormrider,瓦拉克驭雷者的文身,zh-CN
Tattoo of the Valako Warrior,瓦拉克战士的文身,zh-CN
Teal Oil,水蓝圣油,zh-CN
Temperance,千锤百炼,zh-CN
Tempering Catalyst,回火催化剂,zh-CN
Tempering Orb,回火石,zh-CN
Templar Astrolabe,圣堂星盘,zh-CN
Terrible Secret of Space,洪荒秘辛,zh-CN
Thaumaturge's Delirium Orb,奇术师的雾魇宝珠,zh-CN
The Academic,学院派,zh-CN
The Admirer,仰慕者,zh-CN
The Adventuring Spirit,冒险精神,zh-CN
The Aesthete,大艺术家,zh-CN
The Apothecary,药剂师,zh-CN
The Archmage's Right Hand,大法师的右手,zh-CN
The Arena Champion,竞技场冠军,zh-CN
The Army of Blood,鲜血大军,zh-CN
The Artist,艺者,zh-CN
The Aspirant,雄心,zh-CN
The Astromancer,星象学家,zh-CN
The Avenger,复仇者,zh-CN
The Awakened,觉醒,zh-CN
The Battle Born,战火锻造,zh-CN
The Bear Woman,熊女,zh-CN
The Beast,狂兽,zh-CN
The Betrayal,背叛,zh-CN
The Bitter Blossom,猛烈绽放,zh-CN
The Black Barya,漆黑巴雅,zh-CN
The Blazing Fire,灼热之火,zh-CN
The Blessing of Moosh,穆希保佑,zh-CN
The Body,血肉之躯,zh-CN
The Bones,骸骨,zh-CN
The Brawny Battle Mage,强壮的战斗法师,zh-CN
The Breach,裂隙,zh-CN
The Brittle Emperor,枯骨皇帝,zh-CN
The Cache,密藏,zh-CN
The Cacophony,不协之音,zh-CN
The Calling,越界的呼唤,zh-CN
The Card Sharp,神恩之赐,zh-CN
The Carrion Crow,食腐掠鸦,zh-CN
The Cataclysm,巨变,zh-CN
The Catalyst,灾变,zh-CN
The Catch,隐情,zh-CN
The Celestial Justicar,天堂执法官,zh-CN
The Celestial Stone,天堂之石,zh-CN
The Chains that Bind,束缚之链,zh-CN
The Chosen,天选,zh-CN
The Coming Storm,风暴来袭,zh-CN
The Conduit,雷针,zh-CN
The Craving,渴求,zh-CN
The Cursed King,诅咒之王,zh-CN
The Damned,咒诅之灵,zh-CN
The Dapper Prodigy,极致不凡,zh-CN
The Dark Mage,黑暗术者,zh-CN
The Darkest Dream,深深黑梦,zh-CN
The Deal,买卖,zh-CN
The Deceiver,狡徒,zh-CN
The Deep Ones,深渊之子,zh-CN
The Demon,恶魔,zh-CN
The Demoness,魅魔,zh-CN
The Destination,目的地,zh-CN
The Doctor,疯医,zh-CN
The Doppelganger,傀儡,zh-CN
The Dragon,巨龙,zh-CN
The Dragon's Heart,龙之心,zh-CN
The Dreamer,追梦者,zh-CN
The Dreamland,梦境,zh-CN
The Drunken Aristocrat,酒醉贵族,zh-CN
The Dungeon Master,地下城大师,zh-CN
The Easy Stroll,轻松漫步,zh-CN
The Eldritch Decay,裂界之殇,zh-CN
The Emptiness,万事皆空,zh-CN
The Encroaching Darkness,黑暗来犯,zh-CN
The Endless Darkness,无尽黑暗,zh-CN
The Endurance,耐久者,zh-CN
The Enforcer,执行官,zh-CN
The Enlightened,智慧启蒙,zh-CN
The Enthusiasts,古道热肠,zh-CN
The Escape,逃亡,zh-CN
The Eternal War,永恒之战,zh-CN
The Ethereal,空灵,zh-CN
The Everlasting,永世长存,zh-CN
The Explorer,探险家,zh-CN
The Eye of Terror,恐怖之眼,zh-CN
The Eye of the Dragon,龙之眼,zh-CN
The Fathomless Depths,无尽深渊,zh-CN
The Feast,盛宴,zh-CN
The Fiend,劣魔,zh-CN
The Finishing Touch,终结一触,zh-CN
The Fishmonger,鱼贩,zh-CN
The Fletcher,制箭者,zh-CN
The Flora's Gift,芙劳拉的赠礼,zh-CN
The Fool,愚人,zh-CN
The Forbidden Fruit,禁忌果实,zh-CN
The Forgotten Treasure,被遗忘的宝藏,zh-CN
The Formless Sea,无迹之海,zh-CN
The Forsaken,遗弃之物,zh-CN
The Fortunate,垂青之运,zh-CN
The Forward Gaze,放远目光,zh-CN
The Fox,狡狐,zh-CN
The Fox in the Brambles,荆林之狐,zh-CN
The Gambler,赌徒,zh-CN
The Garish Power,炫耀之力,zh-CN
The Gemcutter,珠宝匠,zh-CN
The Gentleman,绅士之风,zh-CN
The Gladiator,斗士,zh-CN
The Golden Era,黄金纪元,zh-CN
The Greatest Intentions,至高之愿,zh-CN
The Gulf,天人永隔,zh-CN
The Hale Heart,壮心不已,zh-CN
The Harvester,收割者,zh-CN
The Hermit,隐士,zh-CN
The Heroic Shot,英勇打击,zh-CN
The Hive of Knowledge,知识之巢,zh-CN
The Hoarder,宝箱,zh-CN
The Hook,钩子,zh-CN
The Hunger,饥饿,zh-CN
The Immortal,永恒不朽,zh-CN
The Incantation,咒语,zh-CN
The Innocent,无辜者,zh-CN
The Inoculated,移花接木,zh-CN
The Insane Cat,失智猫咪,zh-CN
The Insatiable,永不满足,zh-CN
The Inventor,发明家,zh-CN
The Jester,小丑,zh-CN
The Jeweller's Boon,珠宝匠的福祉,zh-CN
The Journalist,狗仔队,zh-CN
The Journey,旅程,zh-CN
The King's Blade,王者之刃,zh-CN
The King's Heart,王者之心,zh-CN
The Lake,卡兰德之湖,zh-CN
The Last Laugh,笑到最后,zh-CN
The Last One Standing,屹立不败之人,zh-CN
The Last Supper,最后的晚餐,zh-CN
The Leviathan,海怪,zh-CN
The Lich,巫妖,zh-CN
The Life Thief,生命窃贼,zh-CN
The Lion,雄狮,zh-CN
The Long Con,长线钓鱼,zh-CN
The Long Watch,漫长守望,zh-CN
The Lord in Black,暗黑之王,zh-CN
The Lord of Celebration,欢庆领主,zh-CN
The Lover,情人,zh-CN
The Lunaris Priestess,月影女祭司,zh-CN
The Mad King,狂王,zh-CN
The Magma Crab,熔岩蟹,zh-CN
The Master Artisan,工匠大师,zh-CN
The Maven's Writ,贤主敕令,zh-CN
The Mayor,庄园主,zh-CN
The Mercenary,佣兵,zh-CN
The Messenger,信使,zh-CN
The Metalsmith's Gift,铁匠的赠礼,zh-CN
The Mind's Eyes,心灵之眼,zh-CN
The Miracle,奇迹,zh-CN
The Mountain,山脉,zh-CN
The Nurse,照料者,zh-CN
The Oath,力之誓言,zh-CN
The Offering,奉献,zh-CN
The Offspring,苗裔,zh-CN
The Old Man,老人,zh-CN
The One That Got Away,离开的人是你,zh-CN
The One With All,完人,zh-CN
The Opulent,净白,zh-CN
The Pack Leader,群聚之首,zh-CN
The Pact,协约,zh-CN
The Patient,病患,zh-CN
The Penitent,忏悔者,zh-CN
The Poet,诗人,zh-CN
The Polymath,博学者,zh-CN
The Porcupine,射成筛子,zh-CN
The Price of Devotion,虔诚的代价,zh-CN
The Price of Loyalty,忠诚的代价,zh-CN
The Price of Prescience,预见的代价,zh-CN
The Price of Protection,保护的代价,zh-CN
The Primordial,起源,zh-CN
The Prince of Darkness,黑暗君王,zh-CN
The Professor,教授,zh-CN
The Progeny of Lunaris,月影的子嗣,zh-CN
The Queen,女王,zh-CN
The Rabbit's Foot,幸运兔脚,zh-CN
The Rabid Rhoa,疯狂恐喙鸟,zh-CN
The Realm,家的捷径,zh-CN
The Return of the Rat,硕鼠归来,zh-CN
The Risk,危机,zh-CN
The Rite of Elements,元素祭祀,zh-CN
The Road to Power,力量之道,zh-CN
The Rusted Bard,锈铁诗人,zh-CN
The Ruthless Ceinture,残酷之环,zh-CN
The Sacrifice,牺牲,zh-CN
The Saint's Treasure,圣人之礼,zh-CN
The Samurai's Eye,武士之眼,zh-CN
The Scarred Meadow,创痕之原,zh-CN
The Scavenger,拾荒者,zh-CN
The Scholar,学者,zh-CN
The Scout,斥候,zh-CN
The Seeker,寻觅者,zh-CN
The Sephirot,生命之树,zh-CN
The Shepherd's Sandals,牧羊人的凉鞋,zh-CN
The Shieldbearer,持盾人,zh-CN
The Shortcut,捷径,zh-CN
The Side Quest,支线任务,zh-CN
The Sigil,魔符,zh-CN
The Silly Boy,傻小子,zh-CN
The Siren,海妖,zh-CN
The Skeleton,魔侍,zh-CN
The Slumbering Beast,沉睡之兽,zh-CN
The Soul,灵魂,zh-CN
The Spark and the Flame,闪光与火焰,zh-CN
The Spoiled Prince,骄纵皇子,zh-CN
The Standoff,冷淡,zh-CN
The Stormcaller,风暴使者,zh-CN
The Strategist,兵法家,zh-CN
The Summoner,召唤师,zh-CN
The Sun,烈日,zh-CN
The Surgeon,外科医师,zh-CN
The Surveyor,勘查员,zh-CN
The Survivalist,求生专家,zh-CN
The Sword King's Salute,剑圣的致敬,zh-CN
The Thaumaturgist,大奇术师,zh-CN
The Throne,王座,zh-CN
The Tinkerer's Table,修补匠之桌,zh-CN
The Tireless Extractor,恒久榨取,zh-CN
The Tower,塔峰,zh-CN
The Traitor,背叛者,zh-CN
The Transformation,变身,zh-CN
The Trial,远征,zh-CN
The Tumbleweed,风滚草,zh-CN
The Twilight Moon,暮光之月,zh-CN
The Twins,孪生,zh-CN
The Tyrant,暴虐之灵,zh-CN
The Undaunted,无畏者,zh-CN
The Undisputed,无可争议者,zh-CN
The Unexpected Prize,意外收获,zh-CN
The Union,联姻,zh-CN
The Valkyrie,女之武神,zh-CN
The Vast,平壤,zh-CN
The Visionary,梦想家,zh-CN
The Void,虚空,zh-CN
The Warden,典狱长,zh-CN
The Warlord,大军阀,zh-CN
The Watcher,凝视者,zh-CN
The Web,命运之网,zh-CN
The Wedding Gift,新婚赠礼,zh-CN
The White Knight,白衣骑士,zh-CN
The Whiteout,雪盲,zh-CN
The Wilted Rose,枯萎玫瑰,zh-CN
The Wind,风,zh-CN
The Witch,巫婆,zh-CN
The Wolf,群狼之王,zh-CN
The Wolf's Legacy,狼王的遗产,zh-CN
The Wolf's Shadow,狼的影子,zh-CN
The Wolven King's Bite,狼王之弦,zh-CN
The Wolverine,金刚狼,zh-CN
The World Eater,噬界者,zh-CN
The Wrath,怨忿,zh-CN
The Wretched,死灵遗物,zh-CN
Thirst for Knowledge,求知若渴,zh-CN
Three Faces in the Dark,黑暗三面,zh-CN
Three Voices,三魔音,zh-CN
Thunderous Skies,怒雷之空,zh-CN
Time-Lost Relic,失落遗骨,zh-CN
Timeless Astrolabe,永恒星盘,zh-CN
Timeless Delirium Orb,永恒的雾魇宝珠,zh-CN
Timeless Eternal Emblem,永恒帝国印记,zh-CN
Timeless Eternal Empire Splinter,永恒帝国裂片,zh-CN
Timeless Karui Emblem,永恒卡鲁印记,zh-CN
Timeless Karui Splinter,永恒卡鲁裂片,zh-CN
Timeless Maraketh Emblem,永恒马拉克斯印记,zh-CN
Timeless Maraketh Splinter,永恒马拉克斯裂片,zh-CN
Timeless Templar Emblem,永恒圣堂印记,zh-CN
Timeless Templar Splinter,永恒圣堂裂片,zh-CN
Timeless Vaal Emblem,永恒瓦尔印记,zh-CN
Timeless Vaal Splinter,永恒瓦尔裂片,zh-CN
Titanic Scarab,泰坦圣甲虫,zh-CN
Titanic Scarab of Legend,传奇之泰坦圣甲虫,zh-CN
Titanic Scarab of Treasures,宝藏之泰坦圣甲虫,zh-CN
Torment Scarab,苦痛圣甲虫,zh-CN
Torment Scarab of Peculiarity,怪奇之苦痛圣甲虫,zh-CN
Torment Scarab of Possession,附身之苦痛圣甲虫,zh-CN
Torment Scarab of Release,解脱之苦痛圣甲虫,zh-CN
Toxic Tidings,剧毒浪潮,zh-CN
Tranquillity,宁静,zh-CN
Transfigured Gems,改造宝石,zh-CN
Transmutation Shard,蜕变石碎片,zh-CN
Traumatic Fragment,创痛碎片,zh-CN
Treasure Hunter,赏金猎手,zh-CN
Tribute to the Goddess,女神贡品,zh-CN
Triskaidekaphobia,十三大忌,zh-CN
Turbulent Catalyst,猛烈催化剂,zh-CN
Turn the Other Cheek,忍辱,zh-CN
Ultimatum Scarab,致命贪婪圣甲虫,zh-CN
Ultimatum Scarab of Bribing,贿赂之致命贪婪圣甲虫,zh-CN
Ultimatum Scarab of Catalysing,催化之致命贪婪圣甲虫,zh-CN
Ultimatum Scarab of Dueling,决斗之致命贪婪圣甲虫,zh-CN
Ultimatum Scarab of Inscription,战书之致命贪婪圣甲虫,zh-CN
Unchained,破除枷锁,zh-CN
Underground Forest,地下森林,zh-CN
Unrelenting Timeless Eternal Emblem,不屈帝国印记,zh-CN
Unrelenting Timeless Karui Emblem,不屈卡鲁印记,zh-CN
Unrelenting Timeless Maraketh Emblem,不屈马拉克斯印记,zh-CN
Unrelenting Timeless Templar Emblem,不屈圣堂印记,zh-CN
Unrelenting Timeless Vaal Emblem,不屈瓦尔印记,zh-CN
Unrequited Love,一厢情愿,zh-CN
Unstable Catalyst,不稳定的催化剂,zh-CN
Valdo's Puzzle Box,瓦尔多的谜之匣,zh-CN
Vanity,虚荣,zh-CN
Veiled Chaos Orb,加密混沌石,zh-CN
Veiled Exalted Orb,加密崇高石,zh-CN
Vendor Recipes,商人物品配方,zh-CN
Verdant Oil,翠绿圣油,zh-CN
Veritania's Crest,维利塔妮娅之冠,zh-CN
Vile Power,恶毒的权力,zh-CN
Vinia's Token,薇妮雅的信物,zh-CN
Violet Oil,紫色圣油,zh-CN
Vivid Crystallised Lifeforce,活性黄晶命能,zh-CN
Void of the Elements,元素虚空,zh-CN
Voidborn Reliquary Key,圣物厅钥匙：虚空血脉,zh-CN
Volatile Power,不稳定的力量,zh-CN
Volatile Vaal Orb,无常瓦尔宝珠,zh-CN
Wailing Essence of Anger,愤怒之哀嚎精华,zh-CN
Wailing Essence of Anguish,煎熬之哀嚎精华,zh-CN
Wailing Essence of Contempt,轻视之哀嚎精华,zh-CN
Wailing Essence of Doubt,疑惑之哀嚎精华,zh-CN
Wailing Essence of Fear,恐惧之哀嚎精华,zh-CN
Wailing Essence of Greed,贪婪之哀嚎精华,zh-CN
Wailing Essence of Hatred,憎恨之哀嚎精华,zh-CN
Wailing Essence of Loathing,厌恶之哀嚎精华,zh-CN
Wailing Essence of Rage,肆虐之哀嚎精华,zh-CN
Wailing Essence of Sorrow,哀惜之哀嚎精华,zh-CN
Wailing Essence of Spite,刻毒之哀嚎精华,zh-CN
Wailing Essence of Suffering,苦难之哀嚎精华,zh-CN
Wailing Essence of Torment,折磨之哀嚎精华,zh-CN
Wailing Essence of Woe,悲痛之哀嚎精华,zh-CN
Wailing Essence of Wrath,雷霆之哀嚎精华,zh-CN
Wailing Essence of Zeal,热情之哀嚎精华,zh-CN
Warlord's Exalted Orb,督军的崇高石,zh-CN
Wealth and Power,钱与权,zh-CN
Weeping Essence of Anger,愤怒之啼泣精华,zh-CN
Weeping Essence of Contempt,轻视之啼泣精华,zh-CN
Weeping Essence of Doubt,疑惑之啼泣精华,zh-CN
Weeping Essence of Fear,恐惧之啼泣精华,zh-CN
Weeping Essence of Greed,贪婪之啼泣精华,zh-CN
Weeping Essence of Hatred,憎恨之啼泣精华,zh-CN
Weeping Essence of Rage,肆虐之啼泣精华,zh-CN
Weeping Essence of Sorrow,哀惜之啼泣精华,zh-CN
Weeping Essence of Suffering,苦难之啼泣精华,zh-CN
Weeping Essence of Torment,折磨之啼泣精华,zh-CN
Weeping Essence of Woe,悲痛之啼泣精华,zh-CN
Weeping Essence of Wrath,雷霆之啼泣精华,zh-CN
When Currents Blaze,炽焰疾电,zh-CN
Whispering Delirium Orb,低语的雾魇宝珠,zh-CN
Whispering Essence of Contempt,轻视之低语精华,zh-CN
Whispering Essence of Greed,贪婪之低语精华,zh-CN
Whispering Essence of Hatred,憎恨之低语精华,zh-CN
Whispering Essence of Woe,悲痛之低语精华,zh-CN
Who Asked,求取之人,zh-CN
Wild Crystallised Lifeforce,狂野紫晶命能,zh-CN
Winter's Embrace,凛冬之拥,zh-CN
Arcane,奥术,zh-CN
Arkhon's Vault,首席院士宝库,zh-CN
"Aukuna, the Black Sekhema",奥库娜，漆黑丝克玛,zh-CN
"Beidat, Archangel of Death",死亡天使贝达特,zh-CN
Cardinal Sanctus Vox,圣沃克斯大主教,zh-CN
"Catarina, Master of Undeath",亡灵大师卡塔莉娜,zh-CN
Chaining,连锁,zh-CN
Chaos,混沌,zh-CN
Cold,冰霜,zh-CN
Critical,暴击,zh-CN
Duration,持续时间,zh-CN
Fire,火焰,zh-CN
General Marceus Lioneye,穆希尔斯·狮眼将军,zh-CN
"Ghorr, the Grasping Maw",贪婪巨喉咕尔,zh-CN
Hex,魔蛊,zh-CN
Incarnation of Dread,惊怖化形,zh-CN
Incarnation of Fear,畏惧化形,zh-CN
Incarnation of Neglect,漠视化形,zh-CN
It That Was Esh,曾为艾许之物,zh-CN
It That Was Tul,曾为托沃之物,zh-CN
"K'tash, the Hate Shepherd",憎恨牧者科塔席,zh-CN
"Kosis, The Revelation",天启勇士卡西斯,zh-CN
Lightning,闪电,zh-CN
Nightmare of Lycia,莉西娅的梦魇,zh-CN
Nightmare of the Depraved Trinity,不洁三巨头的梦魇,zh-CN
Nightmare of the Unbreakable,牢不可破装置的梦魇,zh-CN
Nightmare of Uhtred,乌崔德的梦魇,zh-CN
Originator Voidstone,Originator Voidstone,zh-CN
"Oshabi, Avatar of the Grove",庄园化身欧莱娜,zh-CN
Physical,物理,zh-CN
Queen Hyrri Ngamaku,西里·伽玛库女王,zh-CN
"Saresh, of the Weeping Black",萨瑞斯，漆黑鸣泣,zh-CN
Scholar's Vault,学者宝库,zh-CN
"Sirus, Awakener of Worlds",诸界觉者希鲁斯,zh-CN
Support,辅助,zh-CN
The Eater of Worlds,世界吞噬者,zh-CN
The Elder,裂界者,zh-CN
The King in the Mists,迷雾之王,zh-CN
The Maven,贤主,zh-CN
The Searing Exarch,灼督,zh-CN
The Shaper,塑界者,zh-CN
The Trialmaster,试炼使者,zh-CN
Vaal,瓦尔,zh-CN
Venarius,维纳留斯,zh-CN
Viper Napuatzi,蝰蛇娜帕齐,zh-CN
"Vruun, Marshal of Xesht",弗伦，薛斯的元帅,zh-CN
Zealot's Vault,狂热者宝库,zh-CN
Path of Exile,流放之路,zh-CN
[DNT] Call of the Wild,[DNT] Call of the Wild,zh-CN
[UNUSED] Blitz,DNT Blitz,zh-CN
[UNUSED] Blood Whirl,[UNUSED] Blood Whirl,zh-CN
[UNUSED] Bone Armour,[UNUSED] Bone Armour,zh-CN
[UNUSED] Coiling Assault,[UNUSED] Coiling Assault,zh-CN
[UNUSED] Handcast Rapid Fire,DNT Handcast Rapid Fire,zh-CN
[UNUSED] Quick Block,[DNT] Quick Block,zh-CN
[UNUSED] Replicate,[DNT] Replicate,zh-CN
[UNUSED] Serpent Strike,[UNUSED] Serpent Strike,zh-CN
[UNUSED] Slice And Dice,[DNT] Slice And Dice,zh-CN
Absolution,赦罪,zh-CN
Absolution of Inspiring,奋发之赦罪,zh-CN
Added Chaos Damage Support,附加混沌伤害(辅),zh-CN
Added Fire Damage Support,附加火焰伤害(辅),zh-CN
Added Lightning Damage Support,附加闪电伤害(辅),zh-CN
Additional Accuracy Support,额外命中(辅),zh-CN
Advanced Traps Support,陷阱冷却(辅),zh-CN
Alchemist's Mark,炼金师印记,zh-CN
Ambush,伏击,zh-CN
Ancestral Blademaster,先祖大剑师,zh-CN
Ancestral Call Support,先祖召唤(辅),zh-CN
Ancestral Cry,先祖战吼,zh-CN
Ancestral Protector,先祖卫士,zh-CN
Ancestral Warchief,先祖战士长,zh-CN
Anger,愤怒,zh-CN
Animate Guardian,幻化守卫,zh-CN
Animate Guardian of Smiting,惩击之幻化守卫,zh-CN
Animate Weapon of Ranged Arms,远程之幻化武器,zh-CN
Animate Weapon of Self Reflection,自省之幻化武器,zh-CN
Annihilation Support,抹灭（辅）,zh-CN
Arc,电弧,zh-CN
Arc of Oscillating,震荡之电弧,zh-CN
Arc of Surging,激涌之电弧,zh-CN
Arcane Cloak,奥术斗篷,zh-CN
Arcane Surge Support,秘术增强(辅),zh-CN
Arcanist Brand,奥法烙印,zh-CN
Archmage Support,大法师（辅）,zh-CN
Arctic Armour,极地装甲,zh-CN
Armageddon Brand,末日烙印,zh-CN
Armageddon Brand of Recall,回溯之末日烙印,zh-CN
Armageddon Brand of Volatility,无常之末日烙印,zh-CN
Arrogance Support,赤嚣（辅）,zh-CN
Arrow Nova Support,箭之新星（辅）,zh-CN
Artillery Ballista,火力弩炮,zh-CN
Artillery Ballista of Cross Strafe,交叉扫射之火力弩炮,zh-CN
Artillery Ballista of Focus Fire,锁定打击之火力弩炮,zh-CN
Assassin's Mark,暗影印记,zh-CN
Autoexertion,自动增助,zh-CN
Automation,自动化,zh-CN
Awakened Added Chaos Damage Support,附加混沌伤害（强辅）,zh-CN
Awakened Added Cold Damage Support,附加冰霜伤害（强辅）,zh-CN
Awakened Added Fire Damage Support,附加火焰伤害（强辅）,zh-CN
Awakened Added Lightning Damage Support,附加闪电伤害（强辅）,zh-CN
Awakened Ancestral Call Support,先祖召唤（强辅）,zh-CN
Awakened Arrow Nova Support,箭之新星（强辅）,zh-CN
Awakened Blasphemy Support,渎神（强辅）,zh-CN
Awakened Brutality Support,残暴（强辅）,zh-CN
Awakened Burning Damage Support,增加燃烧伤害（强辅）,zh-CN
Awakened Cast On Critical Strike Support,暴击时施放（强辅）,zh-CN
Awakened Cast While Channelling Support,吟唱时施放（强辅）,zh-CN
Awakened Chain Support,连锁（强辅）,zh-CN
Awakened Cold Penetration Support,冰霜穿透（强辅）,zh-CN
Awakened Controlled Destruction Support,精准破坏（强辅）,zh-CN
Awakened Deadly Ailments Support,致命异常状态（强辅）,zh-CN
Awakened Elemental Damage with Attacks Support,武器元素伤害（强辅）,zh-CN
Awakened Elemental Focus Support,元素集中（强辅）,zh-CN
Awakened Empower Support,赋予（强辅）,zh-CN
Awakened Enhance Support,增幅（强辅）,zh-CN
Awakened Enlighten Support,启蒙（强辅）,zh-CN
Awakened Fire Penetration Support,火焰穿透（强辅）,zh-CN
Awakened Fork Support,分裂（强辅）,zh-CN
Awakened Generosity Support,和善（强辅）,zh-CN
Awakened Greater Multiple Projectiles Support,高阶多重投射（强辅）,zh-CN
Awakened Hextouch Support,蛊咒【强辅】,zh-CN
Awakened Increased Area of Effect Support,增大范围（强辅）,zh-CN
Awakened Lightning Penetration Support,闪电穿透（强辅）,zh-CN
Awakened Melee Physical Damage Support,近战物理伤害（强辅）,zh-CN
Awakened Melee Splash Support,近战伤害扩散（强辅）,zh-CN
Awakened Minion Damage Support,召唤生物伤害（强辅）,zh-CN
Awakened Multistrike Support,多重打击（强辅）,zh-CN
Awakened Spell Cascade Support,多重范围施法（强辅）,zh-CN
Awakened Spell Echo Support,施法回响（强辅）,zh-CN
Awakened Swift Affliction Support,极速腐化（强辅）,zh-CN
Awakened Unbound Ailments Support,异常爆发（强辅）,zh-CN
Awakened Unleash Support,释出（强辅）,zh-CN
Awakened Vicious Projectiles Support,邪恶投掷（强辅）,zh-CN
Awakened Void Manipulation Support,虚空操纵（强辅）,zh-CN
Backstab,背刺,zh-CN
Ball Lightning,天雷之珠,zh-CN
Ball Lightning of Orbiting,周转之天雷之珠,zh-CN
Ball Lightning of Static,静滞之天雷之珠,zh-CN
Ballista Totem Support,弩炮图腾（辅）,zh-CN
Bane,混沌之毒,zh-CN
Bane of Condemnation,罪罚之混沌之毒,zh-CN
Barrage,弹幕,zh-CN
Barrage of Volley Fire,齐发之弹幕,zh-CN
Barrage Support,弹幕（辅）,zh-CN
Battlemage's Cry,魔武战号,zh-CN
Bear Trap,捕熊陷阱,zh-CN
Bear Trap of Skewers,钉刺之捕熊陷阱,zh-CN
Behead Support,斩首（辅）,zh-CN
Berserk,盛怒,zh-CN
BestiaryRecipe,献祭猎谱,zh-CN
Blade Blast,乱剑穿心,zh-CN
Blade Blast of Dagger Detonation,轰匕之乱剑穿心,zh-CN
Blade Blast of Unloading,倾泻之乱剑穿心,zh-CN
Blade Flurry,刀刃乱舞,zh-CN
Blade Flurry of Incision,割痕之刀刃乱舞,zh-CN
Blade Trap,剑刃陷阱,zh-CN
Blade Trap of Greatswords,巨剑之剑刃陷阱,zh-CN
Blade Trap of Laceration,裂伤之剑刃陷阱,zh-CN
Blade Vortex,飞刃风暴,zh-CN
Blade Vortex of the Scythe,巨镰之飞刃风暴,zh-CN
Bladefall,虚空刀雨,zh-CN
Bladefall of Impaling,穿刺之虚空刀雨,zh-CN
Bladefall of Trarthus,特拉特斯之虚空刀雨,zh-CN
Bladefall of Volleys,连绵之虚空刀雨,zh-CN
Bladestorm,剑刃风暴,zh-CN
Bladestorm of Uncertainty,无定之剑刃风暴,zh-CN
Blasphemy Support,诅咒光环(辅),zh-CN
Blast Rain,爆裂箭雨,zh-CN
Blast Rain of Trarthus,特拉特斯之爆裂箭雨,zh-CN
Blastchain Mine Support,链爆地雷（辅）,zh-CN
Blazing Salvo,怒炎穿心,zh-CN
Blessed Call Support,祝福呼唤（辅）,zh-CN
Blight,枯萎,zh-CN
Blight of Atrophy,萎缩之枯萎,zh-CN
Blight of Contagion,传染之枯萎,zh-CN
Blind Support,致盲(辅),zh-CN
Blinding Aura,盲目光环,zh-CN
Blink Arrow of Bombarding Clones,轰炸复制体之闪现射击,zh-CN
Blink Arrow of Prismatic Clones,棱光复制体之闪现射击,zh-CN
Blood and Sand,血与沙,zh-CN
Blood Offering,生命奉献,zh-CN
Blood Rage,狂野怒火,zh-CN
Bloodlust Support,血怒（辅）,zh-CN
Bloodsoaked Banner Support,血染旗帜（辅）,zh-CN
Bloodthirst Support,血气（辅）,zh-CN
Bodyswap,灵体转换,zh-CN
Bodyswap of Sacrifice,牺牲之灵体转换,zh-CN
Bone Offering,装甲奉献,zh-CN
Boneshatter,七伤破,zh-CN
Boneshatter of Carnage,不坏之七伤破,zh-CN
Boneshatter of Complex Trauma,重创之七伤破,zh-CN
Bonespire Support,白骨尖塔（辅）,zh-CN
Brand Recall,烙印召回,zh-CN
Brutality Support,残暴(辅),zh-CN
Burning Arrow,燃烧箭矢,zh-CN
Burning Arrow of Vigour,气焰之燃烧箭矢,zh-CN
Burning Damage Support,增加燃烧伤害(辅),zh-CN
Call the Pyre,苍焰火柱,zh-CN
Capture Monster,捕获魔物,zh-CN
Cast On Critical Strike Support,暴击时施放(辅),zh-CN
Cast on Death Support,死亡时施放(辅),zh-CN
Cast on Melee Kill Support,近战击败时施放(辅),zh-CN
Cast on Ward Break Support,结界破碎时释放（辅）,zh-CN
Cast when Damage Taken Support,受伤时施放(辅),zh-CN
